t_adimensional,p_outlet_Pa,q_outlet_m3s,w_centro_m,w_max_m,volume_acumulado_m3,potencia_W
0.0,4904.983693646632,6.943037938428806e-07,2.3920215422356003e-08,2.392021542235602e-08,4.602627382779822e-13,0.003471518969214403
0.0125,4813.3463607660415,1.3639167299640118e-06,7.128389402363834e-08,7.128389402363839e-08,1.364420333963608e-12,0.006819583649820059
0.025,4725.441425493667,2.0062562651395358e-06,1.4163308060211587e-07,1.4163308060211592e-07,2.694392905724385e-12,0.010031281325697678
0.037500000000000006,4641.433388998821,2.6201203553175827e-06,2.345293957563714e-07,2.3452939575637152e-07,4.431303722071231e-12,0.013100601776587914
0.05,4561.342898775532,3.2053581249904877e-06,3.495541121380772e-07,3.495541121380774e-07,6.5561760342388915e-12,0.01602679062495244
0.0625,4485.095955681483,3.76251030118934e-06,4.863077690447507e-07,4.86307769044751e-07,9.050391548228162e-12,0.0188125515059467
0.07500000000000001,4412.566970765727,4.292494588342644e-06,6.444095359047912e-07,6.444095359047915e-07,1.1895940327875326e-11,0.021462472941713218
0.08750000000000001,4343.610572242152,4.796373248144674e-06,8.234964800818864e-07,8.234964800818868e-07,1.5075516623686118e-11,0.02398186624072337
0.1,4278.081377243594,5.275208623261942e-06,1.023222835539482e-06,1.0232228355394822e-06,1.8572518926513246e-11,0.02637604311630971
0.1125,4215.843682719015,5.729992323943511e-06,1.243259319623998e-06,1.2432593196239985e-06,2.237100307814511e-11,0.028649961619717557
0.125,4156.774185036321,6.161625355320023e-06,1.4832925111694554e-06,1.4832925111694558e-06,2.645562220803051e-11,0.030808126776600112
0.1375,4100.760806542405,6.570926691973337e-06,1.743024284124414e-06,1.7430242841244146e-06,3.081157235419367e-11,0.03285463345986669
0.15000000000000002,4047.700016202638,6.9586528565774165e-06,2.0221712835654356e-06,2.022171283565437e-06,3.542455106307714e-11,0.03479326428288708
0.1625,3997.4941401703413,7.325517572121997e-06,2.320464430928554e-06,2.320464430928555e-06,4.0280729017091525e-11,0.03662758786060998
0.17500000000000002,3950.0493680409327,7.672206330628066e-06,2.6376484486993463e-06,2.6376484486993463e-06,4.53667313199504e-11,0.03836103165314033
0.1875,3905.274607903367,7.999384759521321e-06,2.9734813989537227e-06,2.9734813989537227e-06,5.066962432817963e-11,0.0399969237976066
0.2,3863.081041013757,8.307701875725297e-06,3.327734233560411e-06,3.327734233560411e-06,5.617690463980609e-11,0.041538509378626486
0.21250000000000002,3823.382120216904,8.597790097195784e-06,3.7001903560228804e-06,3.7001903560228804e-06,6.187648809069268e-11,0.04298895048597892
0.225,3786.0937699784727,8.870263781243343e-06,4.090645195921662e-06,4.090645195921662e-06,6.775669778190886e-11,0.04435131890621672
0.23750000000000002,3751.1346139354273,9.125717561776152e-06,4.498905797051023e-06,4.498905797051023e-06,7.380625100483862e-11,0.04562858780888076
0.25,3718.42613324539,9.364725192208412e-06,4.9247904200050985e-06,4.9247904200050985e-06,8.001424539923775e-11,0.04682362596104206
0.2625,3687.8927220859205,9.587839139915011e-06,5.368128159465999e-06,5.368128159465999e-06,8.637014484244997e-11,0.047939195699575055
0.275,3659.4616476030233,9.79559087889664e-06,5.828758575980025e-06,5.828758575980025e-06,9.286376553263457e-11,0.0489779543944832
0.28750000000000003,3633.0629418153903,9.988491679657487e-06,6.306531341676279e-06,6.306531341676279e-06,9.948526259561383e-11,0.04994245839828743
0.30000000000000004,3608.62925776716,1.016703366032717e-05,6.8013058992077525e-06,6.8013058992077525e-06,1.0622511738852248e-10,0.05083516830163585
0.3125,3586.0957175917088,1.0331690896889671e-05,7.312951133155156e-06,7.312951133155156e-06,1.1307412553944187e-10,0.051658454484448356
0.325,3565.3997712264895,1.0482920455583627e-05,7.841345053184242e-06,7.841345053184242e-06,1.2002338567142532e-10,0.05241460227791814
0.3375,3546.4810750134816,1.0621163279993315e-05,8.386374488340241e-06,8.386374488340241e-06,1.2706428871458734e-10,0.053105816399966574
0.35000000000000003,3529.28139161782,1.0746844922364236e-05,8.947934791958234e-06,8.947934791958234e-06,1.3418850770299105e-10,0.05373422461182118
0.36250000000000004,3513.7445076475906,1.0860376145572488e-05,9.525929556737193e-06,9.525929556737193e-06,1.4138798797058878e-10,0.05430188072786244
0.375,3499.816163153063,1.0962153438288228e-05,1.0120270339550692e-05,1.0120270339550692e-05,1.48654937688671e-10,0.05481076719144114
0.3875,3487.4439872681287,1.1052559485257304e-05,1.0730876395538315e-05,1.0730876395538315e-05,1.5598181871507082e-10,0.05526279742628652
0.4,3476.577435753147,1.1131963623687967e-05,1.135767442092745e-05,1.135767442092745e-05,1.6336133774591307e-10,0.055659818118439834
0.41250000000000003,3467.1677282039864,1.1200722302077685e-05,1.2000598303856539e-05,1.2000598303856539e-05,1.7078643777152544e-10,0.05600361151038842
0.42500000000000004,3459.1677844914025,1.1259179544664238e-05,1.2659588882171894e-05,1.2659588882171894e-05,1.7825028984024007e-10,0.05629589772332119
0.4375,3452.5321611781387,1.1307667416038382e-05,1.333459370668921e-05,1.333459370668921e-05,1.857462851301928e-10,0.05653833708019191
0.45,3447.216989125314,1.1346506477067442e-05,1.402556680765213e-05,1.402556680765213e-05,1.9326802732335982e-10,0.05673253238533721
0.4625,3443.1799133730265,1.1376006224199462e-05,1.473246846094306e-05,1.473246846094306e-05,2.0080932527081464e-10,0.056880031120997314
0.47500000000000003,3440.3800359156066,1.1396465507617148e-05,1.545526494881195e-05,1.545526494881195e-05,2.0836418593518465e-10,0.05698232753808574
0.48750000000000004,3438.7778614478,1.1408172927681121e-05,1.6193928307228026e-05,1.6193928307228026e-05,2.1592680759591476e-10,0.0570408646384056
0.5,3438.335245732268,1.1411407212219072e-05,1.6948436048096493e-05,1.6948436048096493e-05,2.2349157330464087e-10,0.057057036061095356
0.5125000000000001,3439.015346024223,1.1406437578784326e-05,1.7718770839108976e-05,1.7718770839108976e-05,2.3105304458070911e-10,0.05703218789392163
0.525,3440.7825729873075,1.1393524086015294e-05,1.850492011643218e-05,1.850492011643218e-05,2.386059553396157e-10,0.05696762043007647
0.5375,3443.602543686057,1.1372917977129099e-05,1.9306875595247174e-05,1.9306875595247174e-05,2.4614520604915294e-10,0.056864589885645495
0.55,3447.4420354546232,1.134486201701385e-05,2.0124632629775598e-05,2.0124632629775598e-05,2.536658581090181e-10,0.05672431008506924
0.5625,3452.268940641324,1.1309590822918169e-05,2.0958189357351388e-05,2.0958189357351388e-05,2.6116312844964055e-10,0.05654795411459084
0.5750000000000001,3458.052222365918,1.1267331187742421e-05,2.1807545539926882e-05,2.1807545539926882e-05,2.6863238434532243e-10,0.05633665593871211
0.5875,3464.761871480411,1.1218302394534724e-05,2.267270099099485e-05,2.267270099099485e-05,2.760691384358632e-10,0.05609151197267362
0.6000000000000001,3472.368864909711,1.1162716520905313e-05,2.355365344650508e-05,2.355365344650508e-05,2.8346904394998374e-10,0.05581358260452656
0.6125,3480.8451254896013,1.1100778732497303e-05,2.445039570575228e-05,2.445039570575228e-05,2.9082789012329647e-10,0.055503893662486516
0.625,3490.1634833499543,1.1032687565168934e-05,2.5362911833928864e-05,2.5362911833928864e-05,2.981415978033372e-10,0.055163437825844666
0.6375000000000001,3500.2976388302377,1.095863519597676e-05,2.6291172184464518e-05,2.6291172184464518e-05,3.054062152342354e-10,0.054793175979883806
0.65,3511.2221268800126,1.0878807703308946e-05,2.72351269697869e-05,2.72351269697869e-05,3.1261791401382997e-10,0.05439403851654473
0.6625000000000001,3522.912282885944,1.0793385316594032e-05,2.8194698088112915e-05,2.8194698088112915e-05,3.197729852163202e-10,0.053966926582970164
0.675,3535.3442098746377,1.0702542655956908e-05,2.9169768906612447e-05,2.9169768906612447e-05,3.268678356737878e-10,0.05351271327978454
0.6875,3548.494747054387,1.0606448962091359e-05,3.016017171374523e-05,3.016017171374523e-05,3.338989844101039e-10,0.05303224481045679
0.7000000000000001,3562.341439668656,1.0505268316544932e-05,3.116567259199245e-05,3.116567259199245e-05,3.4086305922086616e-10,0.05252634158272466
0.7125,3576.8625101345906,1.0399159852617991e-05,3.218595353249723e-05,3.218595353249723e-05,3.4775679339314344e-10,0.051995799263089955
0.7250000000000001,3592.036830424341,1.0288277957178138e-05,3.322059172012544e-05,3.322059172012544e-05,3.545770225590054e-10,0.05144138978589069
0.7375,3607.843895624625,1.0172772463865607e-05,3.42690360640521e-05,3.42690360640521e-05,3.6132068167713085e-10,0.05086386231932803
0.75,3624.2637985811484,1.0052788838372191e-05,3.533058123520585e-05,3.533058123520585e-05,3.679848021372397e-10,0.050263944191860956
0.7625000000000001,3641.2772055082883,9.928468356666813e-06,3.640433969410568e-05,3.640433969410568e-05,3.7456650898267263e-10,0.049642341783334064
0.775,3658.865332426491,9.799948277171371e-06,3.7489212442781736e-05,3.7489212442781736e-05,3.8106301824710883e-10,0.04899974138585686
0.7875000000000001,3677.009922284519,9.667362007933442e-06,3.858385949986718e-05,3.858385949986718e-05,3.874716344021041e-10,0.04833681003966721
0.8,3695.6932226303834,9.53083926979e-06,3.968667136126428e-05,3.968667136126428e-05,3.937897479127924e-10,0.04765419634895
0.8125,3714.8979637134053,9.39050625637924e-06,4.07957429487447e-05,4.07957429487447e-05,4.000148328996616e-10,0.0469525312818962
0.8250000000000001,3734.607336927502,9.246485791661225e-06,4.190885174142279e-05,4.190885174142279e-05,4.06144444904751e-10,0.04623242895830613
0.8375,3754.804973535339,9.098897485383134e-06,4.302344190526527e-05,4.302344190526527e-05,4.121762187609094e-10,0.04549448742691567
0.8500000000000001,3775.4749236448915,8.947857886703825e-06,4.4136616259995256e-05,4.4136616259995256e-05,4.1810786656289234e-10,0.044739289433519125
0.8625,3796.601635434395,8.793480635999708e-06,4.5245137831086196e-05,4.5245137831086196e-05,4.239371757390936e-10,0.04396740317999854
0.875,3818.169934643701,8.635876614727201e-06,4.634544251363947e-05,4.634544251363947e-05,4.296620072226223e-10,0.04317938307363601
0.8875000000000001,3840.1650043611944,8.475154093122059e-06,4.743366402023079e-05,4.743366402023079e-05,4.3528029372029187e-10,0.042375770465610293
0.9,3862.572365143468,8.311418875471288e-06,4.85056718023395e-05,4.85056718023395e-05,4.407900380779115e-10,0.04155709437735644
0.9125000000000001,3885.3778555032145,8.144774442690155e-06,4.955712204238888e-05,4.955712204238888e-05,4.4618931174009375e-10,0.04072387221345077
0.925,3908.5676127991496,7.975322091964191e-06,5.058352113987178e-05,5.058352113987178e-05,4.514762533026326e-10,0.03987661045982096
0.9375,3932.128054554191,7.803161073261636e-06,5.158030039990182e-05,5.158030039990182e-05,4.5664906715537717e-10,0.03901580536630818
0.9500000000000001,3956.045860220954,7.628388722576114e-06,5.2542899922969755e-05,5.2542899922969755e-05,4.6170602221343394e-10,0.03814194361288057
0.9625,3980.3079534063654,7.4511005918150065e-06,5.3466859042123466e-05,5.3466859042123466e-05,4.666454507344734e-10,0.03725550295907503
0.9750000000000001,4004.9014845596007,7.271390575302733e-06,5.434791010965832e-05,5.434791010965832e-05,4.714657472198977e-10,0.036356952876513665
0.9875,4029.813814120501,7.089351032918561e-06,5.518207204650567e-05,5.518207204650567e-05,4.761653673976369e-10,0.03544675516459281
1.0,4055.0324961192614,6.9050729099366e-06,5.596573987149925e-05,5.596573987149925e-05,4.807428272843904e-10,0.034525364549682996
1.0125,4080.5452622119865,6.7186458536824855e-06,5.6695766449162457e-05,5.6695766449162457e-05,4.851967023251996e-10,0.033593229268412426
1.0250000000000001,4106.340006129473,6.530158327167738e-06,5.736953294222574e-05,5.736953294222574e-05,4.895256266083515e-10,0.032650791635838686
1.0375,4132.404768511565,6.339697719909285e-06,5.7985004919964624e-05,5.7985004919964624e-05,4.937282921537459e-10,0.03169848859954642
1.05,4158.727722092092,6.147350456186491e-06,5.854077172959276e-05,5.854077172959276e-05,4.978034482730268e-10,0.030736752280932454
1.0625,4185.297157194057,5.953202101029866e-06,5.903606754384053e-05,5.903606754384053e-05,5.017499009999758e-10,0.02976601050514933
1.075,4212.101467490247,5.757337464271701e-06,5.9470773399851884e-05,5.9470773399851884e-05,5.055665125898813e-10,0.028786687321358508
1.0875000000000001,4239.1291359799825,5.5598407030173045e-06,5.984540048136612e-05,5.984540048136612e-05,5.09252201086838e-10,0.027799203515086524
1.1,4266.368721130029,5.3607954229148296e-06,6.0161055804159296e-05,6.0161055804159296e-05,5.128059399581789e-10,0.02680397711457415
1.1125,4293.808843127244,5.160284778612156e-06,6.0419392283300745e-05,6.0419392283300745e-05,5.162267577955011e-10,0.02580142389306078
1.125,4321.438170188362,4.958391573791922e-06,6.062254583747939e-05,6.062254583747939e-05,5.195137380820072e-10,0.02479195786895961
1.1375,4349.245404874781,4.75519836117355e-06,6.077306268037584e-05,6.077306268037584e-05,5.226660190261381e-10,0.02377599180586775
1.1500000000000001,4377.219270358986,4.5507875428672334e-06,6.087382023702192e-05,6.087382023702192e-05,5.256827934617325e-10,0.02275393771433617
1.1625,4405.348496590239,4.345241471463408e-06,6.092794519626115e-05,6.092794519626115e-05,5.285633088151995e-10,0.02172620735731704
