t_adimensional,p_outlet_Pa,q_outlet_m3s,w_centro_m,w_max_m,volume_acumulado_m3,potencia_W
0.0,19923.560865965417,2.8276925603569047e-06,9.716156009073333e-08,9.716156009073344e-08,1.8745130480054236e-12,0.056553851207138094
0.0125,19849.14141728153,5.580671437546555e-06,2.910004573864171e-07,2.9100045738641735e-07,5.574010501502219e-12,0.1116134287509311
0.025,19776.951486006954,8.251174370080762e-06,5.810439462487911e-07,5.810439462487917e-07,1.1043818016974168e-11,0.16502348740161524
0.037500000000000006,19707.025657946873,1.0837921934418181e-05,9.668309126236404e-07,9.66830912623641e-07,1.8228413104909346e-11,0.2167584386883636
0.05,19639.33472757601,1.334199452277532e-05,1.4479117170923956e-06,1.4479117170923967e-06,2.707298948141704e-11,0.2668398904555064
0.0625,19573.83743223789,1.576491855365805e-05,2.0238479793204653e-06,2.023847979320466e-06,3.7523752744678185e-11,0.315298371073161
0.07500000000000001,19510.496287239494,1.8108080688331952e-05,2.694212381198723e-06,2.694212381198725e-06,4.952782772810883e-11,0.362161613766639
0.08750000000000001,19449.278640553042,2.0372688814572984e-05,3.4585884937983064e-06,3.4585884937983085e-06,6.303313998915997e-11,0.4074537762914597
0.1,19390.15436385171,2.2559857461587995e-05,4.3165706168488215e-06,4.316570616848824e-06,7.79883539207451e-11,0.4511971492317599
0.1125,19333.09416275817,2.467067030847216e-05,5.2677636224838855e-06,5.267763622483889e-06,9.434285230031224e-11,0.4934134061694432
0.125,19278.068964096405,2.6706202851510954e-05,6.311782800260481e-06,6.3117828002604835e-06,1.1204673086535622e-10,0.534124057030219
0.1375,19225.049876494366,2.866752386151939e-05,7.4482537032584e-06,7.448253703258401e-06,1.3105079385501952e-10,0.5733504772303878
0.15000000000000002,19174.00829419744,3.055569154360426e-05,8.676811995764694e-06,8.676811995764697e-06,1.513065470059511e-10,0.6111138308720853
0.1625,19124.915968045098,3.237175091143684e-05,9.997103302887306e-06,9.997103302887308e-06,1.7276618880753746e-10,0.6474350182287367
0.17500000000000002,19077.745022392282,3.411673316133564e-05,1.1408783062177955e-05,1.140878306217796e-05,1.9538260134220534e-10,0.6823346632267129
0.1875,19032.467943780503,3.579165609135676e-05,1.2911516377206559e-05,1.2911516377206562e-05,2.1910934140354457e-10,0.7158331218271351
0.2,18989.05756334627,3.7397524752042615e-05,1.4504977872998949e-05,1.450497787299895e-05,2.439006320458206e-10,0.7479504950408523
0.21250000000000002,18947.487041576504,3.893533201037636e-05,1.6188851553261206e-05,1.618885155326121e-05,2.6971135450733943e-10,0.7787066402075271
0.225,18907.729856170725,4.040605899876308e-05,1.7962830659329212e-05,1.7962830659329212e-05,2.9649704043144795e-10,0.8081211799752617
0.23750000000000002,18869.759791843622,4.1810675492265836e-05,1.9826617530791493e-05,1.9826617530791493e-05,3.242138643376086e-10,0.8362135098453167
0.25,18833.550931432506,4.3150140237607475e-05,2.177992346773996e-05,2.177992346773996e-05,3.528186363105737e-10,0.8630028047521495
0.2625,18799.07764828052,4.4425401234888314e-05,2.3822468594609282e-05,2.3822468594609282e-05,3.822687948763138e-10,0.8885080246977662
0.275,18766.31459992299,4.563739597116995e-05,2.5953981725572157e-05,2.5953981725572157e-05,4.125224000327918e-10,0.9127479194233991
0.28750000000000003,18735.23672284442,4.678705161440841e-05,2.817420023146287e-05,2.817420023146287e-05,4.4353812640929793e-10,0.9357410322881682
0.30000000000000004,18705.81922788305,4.787528518347136e-05,3.0482869908204604e-05,3.0482869908204604e-05,4.752752565384909e-10,0.9575057036694272
0.3125,18678.03759585432,4.8903003710044386e-05,3.28797448467167e-05,3.28797448467167e-05,5.076936742357689e-10,0.9780600742008877
0.325,18651.867573105374,4.9871104403052546e-05,3.5364587304277045e-05,3.5364587304277045e-05,5.407538580876384e-10,0.9974220880610509
0.3375,18627.285166886948,5.0780474819891614e-05,3.79371675773115e-05,3.79371675773115e-05,5.744168750535928e-10,1.0156094963978324
0.35000000000000003,18604.266640547947,5.163199304417385e-05,4.059726387557702e-05,4.059726387557702e-05,6.086443741858228e-10,1.032639860883477
0.36250000000000004,18582.78850861764,5.242652786769377e-05,4.334466219769356e-05,4.334466219769356e-05,6.433985804695525e-10,1.0485305573538755
0.375,18562.827531831965,5.316493897435394e-05,4.6179156207956034e-05,4.6179156207956034e-05,6.786422887853038e-10,1.0632987794870787
0.3875,18544.36071214281,5.3848077124834524e-05,4.910054711430823e-05,4.910054711430823e-05,7.143388579935788e-10,1.0769615424966905
0.4,18527.36528770677,5.447678434195447e-05,5.210864354725952e-05,5.210864354725952e-05,7.504522051424224e-10,1.0895356868390893
0.41250000000000003,18511.818727836682,5.5051894097439496e-05,5.5203261439325206e-05,5.5203261439325206e-05,7.869467997987942e-10,1.1010378819487898
0.42500000000000004,18497.69872788967,5.5574231501006116e-05,5.8384223904188297e-05,5.8384223904188297e-05,8.237876585052871e-10,1.1114846300201222
0.4375,18484.98320407726,5.60446134923661e-05,6.165136111406569e-05,6.165136111406569e-05,8.609403393641289e-10,1.120892269847322
0.45,18473.65028819681,5.646384903614669e-05,6.500451017247042e-05,6.500451017247042e-05,8.983709367503972e-10,1.129276980722934
0.4625,18463.67832229986,5.683273931904549e-05,6.844351497729076e-05,6.844351497729076e-05,9.360460761559327e-10,1.1366547863809098
0.47500000000000003,18455.045853338128,5.7152077947993164e-05,7.196822606522868e-05,7.196822606522868e-05,9.739329091646153e-10,1.1430415589598633
0.48750000000000004,18447.731627818783,5.742265114780151e-05,7.557850042220358e-05,7.557850042220358e-05,1.0119991085586653e-09,1.1484530229560301
0.5,18441.71458651674,5.764523795677044e-05,7.927420123394001e-05,7.927420123394001e-05,1.0502128635546132e-09,1.1529047591354087
0.5125000000000001,18436.973859277565,5.7820610418978383e-05,8.305519753467569e-05,8.305519753467569e-05,1.088542875166743e-09,1.1564122083795676
