H_um,p_inlet_Pa,Nx,Ny,dt,n_passos,nm_membrana,np_rede,w_centro_max_m,w_centro_final_m,w_max_m,p_outlet_max_Pa,p_outlet_final_Pa,q_outlet_max_abs_m3s,q_outlet_final_m3s,volume_final_m3,potencia_max_abs_W,potencia_final_W,tempo_execucao_s
1000,10000.0,101,101,0.00625,1921,10201,224,0.00012313532553811054,7.85386278768888e-05,0.00012313532553811054,11696.801470391798,9997.528960116453,2.281334459260593e-05,1.8056399286318174e-08,7.861851184828414e-10,0.2281334459260593,0.00018056399286318174,99.86995577200014
1000,10000.0,101,101,0.0125,961,10201,224,0.00012116518210620438,7.886055513355874e-05,0.00012116518210620438,11583.264795123963,9997.873267993267,2.264638648405477e-05,1.554047044133115e-08,7.850641500055206e-10,0.2264638648405477,0.0001554047044133115,51.948278269000184
1000,10000.0,101,101,0.025,481,10201,224,0.00011799187084714766,7.900886019279429e-05,0.00011799187084714766,11412.08450302281,9998.569934524323,2.2310717317770054e-05,1.0449784075229683e-08,7.845295077136032e-10,0.22310717317770054,0.00010449784075229683,26.854639782999584
1000,10000.0,101,101,0.05,241,10201,224,0.0001132754700210107,7.901158567220398e-05,0.0001132754700210107,11170.17263396723,9999.276515868882,2.1669058857530356e-05,5.286648124488817e-09,7.843729080926693e-10,0.21669058857530357,5.286648124488817e-05,14.542544193999674
1000,20000.0,51,51,0.00625,1921,2601,224,0.00024794931522069896,0.0001583407495370295,0.00024794931522069896,23389.286440612854,19979.799910578095,4.598001720092312e-05,1.4760622949529213e-07,1.5948377248364556e-09,0.9196003440184624,0.0029521245899058425,18.690653745999953
1000,20000.0,51,51,0.0125,961,2601,224,0.00024375492830933757,0.00015893920482649512,0.00024375492830933757,23165.953767950337,19991.167669546412,4.5645628848876286e-05,6.453966458683625e-08,1.5927475121968753e-09,0.9129125769775257,0.001290793291736725,9.5734745510008
1000,20000.0,51,51,0.025,481,2601,224,0.00023727246566869638,0.0001591915884564686,0.00023727246566869638,22824.004277565255,19996.539765933157,4.4971978335800116e-05,2.5284645680526738e-08,1.5917521613237848e-09,0.8994395667160023,0.0005056929136105347,5.084354317999896
1000,20000.0,51,51,0.05,241,2601,224,0.0002276830611666469,0.00015919033436260978,0.0002276830611666469,22344.38588307446,19998.533384287643,4.368124036473768e-05,1.0716864209053615e-08,1.5914842085815165e-09,0.8736248072947536,0.0002143372841810723,2.7914875149999716
1000,20000.0,101,101,0.00625,1921,10201,224,0.0002462706510762211,0.0001570772557537776,0.0002462706510762211,23393.602940783596,19995.057920232906,4.562668918521186e-05,3.611279857263635e-08,1.5723702369656828e-09,0.9125337837042372,0.000722255971452727,100.41940953999983
1000,20000.0,101,101,0.0125,961,10201,224,0.00024233036421240876,0.00015772111026711748,0.00024233036421240876,23166.529590247927,19995.746535986535,4.529277296810954e-05,3.10809408826623e-08,1.5701283000110411e-09,0.9058554593621908,0.000621618817653246,51.1824876540004
