0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.692308962574739277e-06,5.160457112204022536e-06,5.863468900073355708e-06,6.248102688915479940e-06,6.468953722012131916e-06,6.585826411011575442e-06,6.622613402363981109e-06,6.585826411011573748e-06,6.468953722012130222e-06,6.248102688915478246e-06,5.863468900073355708e-06,5.160457112204022536e-06,3.692308962574740124e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.784934178904576197e-06,5.610821548984874380e-06,7.030435967662903425e-06,9.108835219885787985e-06,1.058609454266088397e-05,1.154535345728704811e-05,1.216002221554158127e-05,1.254191777106157540e-05,1.275176938002626048e-05,1.281883129307283033e-05,1.275176938002625710e-05,1.254191777106157371e-05,1.216002221554157958e-05,1.154535345728704811e-05,1.058609454266088566e-05,9.108835219885789679e-06,7.030435967662901731e-06,5.610821548984872685e-06,3.784934178904574926e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.039369558364787157e-06,6.364897184082692214e-06,9.028970635206486057e-06,1.112795563286408796e-05,1.290211395439142928e-05,1.462651012442922668e-05,1.602972786491648995e-05,1.707181483466455155e-05,1.780469585490212267e-05,1.828690306867438974e-05,1.856047735790031421e-05,1.864914768679175501e-05,1.856047735790031082e-05,1.828690306867438635e-05,1.780469585490212267e-05,1.707181483466455155e-05,1.602972786491648995e-05,1.462651012442922668e-05,1.290211395439142928e-05,1.112795563286408796e-05,9.028970635206484362e-06,6.364897184082692214e-06,4.039369558364789698e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.824001208610694110e-06,6.294051192689268394e-06,9.292634069361149014e-06,1.189128114583598560e-05,1.433810462703515181e-05,1.646990639263627755e-05,1.832352773947991100e-05,1.996532134092798727e-05,2.133443695476368854e-05,2.240741754336881484e-05,2.319997191617337239e-05,2.374044546859340919e-05,2.405401096774224828e-05,2.415672560021816519e-05,2.405401096774224489e-05,2.374044546859340241e-05,2.319997191617336900e-05,2.240741754336881484e-05,2.133443695476368854e-05,1.996532134092798727e-05,1.832352773947991100e-05,1.646990639263628094e-05,1.433810462703515181e-05,1.189128114583598729e-05,9.292634069361152403e-06,6.294051192689275170e-06,3.824001208610697498e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.738083788949464281e-06,8.502008561278972111e-06,1.155960260265016148e-05,1.444584075493370396e-05,1.706947130267020559e-05,1.946222040572281132e-05,2.158997789475798398e-05,2.345669246109005558e-05,2.507671872633916420e-05,2.643517687135778696e-05,2.752333268764363245e-05,2.834720804249321754e-05,2.892077048093834204e-05,2.925826731906754370e-05,2.936960378040630703e-05,2.925826731906753354e-05,2.892077048093833527e-05,2.834720804249321754e-05,2.752333268764362568e-05,2.643517687135778018e-05,2.507671872633916420e-05,2.345669246109005558e-05,2.158997789475798737e-05,1.946222040572281471e-05,1.706947130267020898e-05,1.444584075493370905e-05,1.155960260265017164e-05,8.502008561278980581e-06,4.738083788949469363e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.720916616662638907e-06,6.385085574200015443e-06,9.950373133010286691e-06,1.338636002900567091e-05,1.649649531567574890e-05,1.936161374481713791e-05,2.197847721059434592e-05,2.435123999971024119e-05,2.647098511471520361e-05,2.833642158438396408e-05,2.994954620144350086e-05,3.130606956121694971e-05,3.240336977753600542e-05,3.324459198862766952e-05,3.383699154249313729e-05,3.418851193162102836e-05,3.430498193183499829e-05,3.418851193162101480e-05,3.383699154249313051e-05,3.324459198862766952e-05,3.240336977753600542e-05,3.130606956121694971e-05,2.994954620144350764e-05,2.833642158438396408e-05,2.647098511471520700e-05,2.435123999971024457e-05,2.197847721059434931e-05,1.936161374481715146e-05,1.649649531567576584e-05,1.338636002900568446e-05,9.950373133010296855e-06,6.385085574200022219e-06,3.720916616662641024e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.206465838601884079e-06,7.998636767992078049e-06,1.136908468451765238e-05,1.479196308921162974e-05,1.809653140069873088e-05,2.117834418498506409e-05,2.402555438434802012e-05,2.663147254034021737e-05,2.899314485420449635e-05,3.110615030134464970e-05,3.296829646498979170e-05,3.457879612276820058e-05,3.593599642223675446e-05,3.703928810501079115e-05,3.789059615104994395e-05,3.849388551414559034e-05,3.885359849430181561e-05,3.897309093505542588e-05,3.885359849430180884e-05,3.849388551414557679e-05,3.789059615104994395e-05,3.703928810501079115e-05,3.593599642223675446e-05,3.457879612276820058e-05,3.296829646498978492e-05,3.110615030134464970e-05,2.899314485420450313e-05,2.663147254034023092e-05,2.402555438434803367e-05,2.117834418498508442e-05,1.809653140069874782e-05,1.479196308921164668e-05,1.136908468451766085e-05,7.998636767992081437e-06,4.206465838601886620e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.206465838601884926e-06,8.327278168331493421e-06,1.219809807321394892e-05,1.580064034414775705e-05,1.925181817700294707e-05,2.252938241952239369e-05,2.559469125049336467e-05,2.843065700547884060e-05,3.102856105242703279e-05,3.338354446651471561e-05,3.549198632814763824e-05,3.735161603499293723e-05,3.896113293243583996e-05,4.031961121309525742e-05,4.142696328986123438e-05,4.228438792268928196e-05,4.289412198949726582e-05,4.325867014579330748e-05,4.337994886480536457e-05,4.325867014579330071e-05,4.289412198949725904e-05,4.228438792268927518e-05,4.142696328986123438e-05,4.031961121309525064e-05,3.896113293243583996e-05,3.735161603499295078e-05,3.549198632814764501e-05,3.338354446651472916e-05,3.102856105242705989e-05,2.843065700547886093e-05,2.559469125049338161e-05,2.252938241952241402e-05,1.925181817700296740e-05,1.580064034414777060e-05,1.219809807321395739e-05,8.327278168331498504e-06,4.206465838601886620e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.720916616662639754e-06,7.998636767992081437e-06,1.219809807321395231e-05,1.616581651083471227e-05,1.988350604682876879e-05,2.338520004563851229e-05,2.667437184330557261e-05,2.974023713673729254e-05,3.257365317125276310e-05,3.516838162726499236e-05,3.752028013376060295e-05,3.962641539949055176e-05,4.148481872291728627e-05,4.309427074886737469e-05,4.445410892549657076e-05,4.556431877595210669e-05,4.642562064669430652e-05,4.703929330233580963e-05,4.740675941447797752e-05,4.752911218554699692e-05,4.740675941447797752e-05,4.703929330233579608e-05,4.642562064669429974e-05,4.556431877595211346e-05,4.445410892549659108e-05,4.309427074886739502e-05,4.148481872291730660e-05,3.962641539949056531e-05,3.752028013376062327e-05,3.516838162726501269e-05,3.257365317125279021e-05,2.974023713673731287e-05,2.667437184330559633e-05,2.338520004563853939e-05,1.988350604682878573e-05,1.616581651083472243e-05,1.219809807321395739e-05,7.998636767992083131e-06,3.720916616662641024e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
